date,state,district,sex,abs,rate
2022-01-01,Johor,Pontian,female,655.0,8.096415327564895
2022-01-01,Johor,Pontian,male,873.0,9.41747572815534
2022-01-01,Johor,Segamat,both,1905.0,9.611503531786076
2022-01-01,Johor,Segamat,female,810.0,8.49056603773585
2022-01-01,Johor,Segamat,male,1095.0,10.651750972762644
2022-01-01,Johor,Tangkak,both,1226.0,7.448359659781288
2022-01-01,Johor,Tangkak,female,541.0,6.83944374209861
2022-01-01,Johor,Tangkak,male,685.0,8.011695906432749
2023-01-01,Johor,Batu Pahat,both,3413.0,6.771825396825397
2023-01-01,Johor,Batu Pahat,female,1535.0,6.449579831932773
2023-01-01,Johor,Batu Pahat,male,1878.0,7.06015037593985
2023-01-01,Johor,Johor Bahru,both,8363.0,4.747388737511353
2023-01-01,Johor,Johor Bahru,female,3465.0,4.1913632514817944
2023-01-01,Johor,Johor Bahru,male,4898.0,5.239063001390523
2023-01-01,Johor,Kluang,both,2295.0,6.982050501977487
2023-01-01,Johor,Kluang,female,939.0,6.374745417515275
2023-01-01,Johor,Kluang,male,1356.0,7.475192943770672
2023-01-01,Johor,Kota Tinggi,both,1749.0,7.627562145660706
2023-01-01,Johor,Kota Tinggi,female,723.0,6.731843575418994
2023-01-01,Johor,Kota Tinggi,male,1026.0,8.41673502871206
2023-01-01,Johor,Kulai,both,1691.0,4.969144872171613
2023-01-01,Johor,Kulai,female,702.0,4.482758620689656
2023-01-01,Johor,Kulai,male,989.0,5.383777898747959
2023-01-01,Johor,Mersing,both,637.0,7.952559300873908
2023-01-01,Johor,Mersing,female,251.0,6.729222520107239
2023-01-01,Johor,Mersing,male,386.0,9.018691588785048
2023-01-01,Johor,Muar,both,2097.0,6.579855663633511
2023-01-01,Johor,Muar,female,972.0,6.764091858037578
2023-01-01,Johor,Muar,male,1125.0,6.428571428571429
2023-01-01,Johor,Pontian,both,1522.0,8.657565415244596
2023-01-01,Johor,Pontian,female,642.0,7.86764705882353
2023-01-01,Johor,Pontian,male,880.0,9.341825902335456
2023-01-01,Johor,Segamat,both,1793.0,8.893849206349207
2023-01-01,Johor,Segamat,female,762.0,7.912772585669782
2023-01-01,Johor,Segamat,male,1031.0,9.78178368121442
2023-01-01,Johor,Tangkak,both,1145.0,6.852184320766009
2023-01-01,Johor,Tangkak,female,514.0,6.433041301627033
2023-01-01,Johor,Tangkak,male,631.0,7.236238532110091
2024-01-01,Johor,Batu Pahat,both,3461.0,6.8
2024-01-01,Johor,Batu Pahat,female,1514.0,6.3
2024-01-01,Johor,Batu Pahat,male,1947.0,7.2
2024-01-01,Johor,Johor Bahru,both,8507.0,4.7
2024-01-01,Johor,Johor Bahru,female,3508.0,4.2
2024-01-01,Johor,Johor Bahru,male,4999.0,5.2
2024-01-01,Johor,Kluang,both,2320.0,7.0
2024-01-01,Johor,Kluang,female,931.0,6.3
2024-01-01,Johor,Kluang,male,1389.0,7.5
2024-01-01,Johor,Kota Tinggi,both,1914.0,8.2
2024-01-01,Johor,Kota Tinggi,female,811.0,7.5
2024-01-01,Johor,Kota Tinggi,male,1103.0,8.8
2024-01-01,Johor,Kulai,both,1602.0,4.6
2024-01-01,Johor,Kulai,female,639.0,4.0
2024-01-01,Johor,Kulai,male,963.0,5.0
2024-01-01,Johor,Mersing,both,645.0,8.0
2024-01-01,Johor,Mersing,female,255.0,6.8
2024-01-01,Johor,Mersing,male,390.0,9.0
2024-01-01,Johor,Muar,both,2167.0,6.7
2024-01-01,Johor,Muar,female,968.0,6.7
2024-01-01,Johor,Muar,male,1199.0,6.7
2024-01-01,Johor,Pontian,both,1473.0,8.3
2024-01-01,Johor,Pontian,female,638.0,7.7
2024-01-01,Johor,Pontian,male,835.0,8.7
2024-01-01,Johor,Segamat,both,1769.0,8.6
2024-01-01,Johor,Segamat,female,768.0,7.9
2024-01-01,Johor,Segamat,male,1001.0,9.3
2024-01-01,Johor,Tangkak,both,1173.0,6.9
2024-01-01,Johor,Tangkak,female,507.0,6.3
2024-01-01,Johor,Tangkak,male,666.0,7.5
2020-01-01,Kedah,Baling,both,1164.0,8.162692847124825
2020-01-01,Kedah,Baling,female,509.0,7.323741007194244
2020-01-01,Kedah,Baling,male,655.0,8.960328317373461
2020-01-01,Kedah,Bandar Baharu,both,376.0,8.468468468468469
2020-01-01,Kedah,Bandar Baharu,female,168.0,7.741935483870968
2020-01-01,Kedah,Bandar Baharu,male,208.0,9.162995594713657
2020-01-01,Kedah,Kota Setar,both,2689.0,7.18791766907244
2020-01-01,Kedah,Kota Setar,female,1171.0,6.23203831825439
2020-01-01,Kedah,Kota Setar,male,1518.0,8.15690488984417
2020-01-01,Kedah,Kuala Muda,both,2929.0,5.374311926605505
2020-01-01,Kedah,Kuala Muda,female,1293.0,4.879245283018868
2020-01-01,Kedah,Kuala Muda,male,1636.0,5.8428571428571425
2020-01-01,Kedah,Kubang Pasu,both,1601.0,6.732548359966358
2020-01-01,Kedah,Kubang Pasu,female,696.0,5.780730897009967
2020-01-01,Kedah,Kubang Pasu,male,905.0,7.715260017050299
2020-01-01,Kedah,Kulim,both,1641.0,4.859342611785609
2020-01-01,Kedah,Kulim,female,700.0,4.250151791135398
2020-01-01,Kedah,Kulim,male,941.0,5.4393063583815024
2020-01-01,Kedah,Langkawi,both,528.0,5.61105207226355
2020-01-01,Kedah,Langkawi,female,206.0,4.537444933920705
2020-01-01,Kedah,Langkawi,male,322.0,6.611909650924024
2020-01-01,Kedah,Padang Terap,both,507.0,7.716894977168949
2020-01-01,Kedah,Padang Terap,female,220.0,6.984126984126984
2020-01-01,Kedah,Padang Terap,male,287.0,8.391812865497075
2020-01-01,Kedah,Pendang,both,859.0,8.685540950455005
2020-01-01,Kedah,Pendang,female,377.0,8.125
2020-01-01,Kedah,Pendang,male,482.0,9.18095238095238
2020-01-01,Kedah,Pokok Sena,both,370.0,7.429718875502008
2020-01-01,Kedah,Pokok Sena,female,173.0,7.654867256637168
2020-01-01,Kedah,Pokok Sena,male,197.0,7.24264705882353
2020-01-01,Kedah,Sik,both,500.0,7.363770250368188
2020-01-01,Kedah,Sik,female,219.0,6.576576576576577
2020-01-01,Kedah,Sik,male,281.0,8.097982708933717
2020-01-01,Kedah,Yan,both,501.0,6.825613079019073
2020-01-01,Kedah,Yan,female,239.0,6.694677871148459
2020-01-01,Kedah,Yan,male,262.0,6.949602122015914
2021-01-01,Kedah,Baling,both,1545.0,10.714285714285715
2021-01-01,Kedah,Baling,female,696.0,9.886363636363637
2021-01-01,Kedah,Baling,male,849.0,11.48849797023004
2021-01-01,Kedah,Bandar Baharu,both,470.0,10.585585585585584
2021-01-01,Kedah,Bandar Baharu,female,198.0,9.12442396313364
2021-01-01,Kedah,Bandar Baharu,male,272.0,11.982378854625551
2021-01-01,Kedah,Kota Setar,both,3637.0,9.665160775976616
2021-01-01,Kedah,Kota Setar,female,1708.0,9.03225806451613
2021-01-01,Kedah,Kota Setar,male,1929.0,10.30448717948718
2021-01-01,Kedah,Kuala Muda,both,4287.0,7.84733662822625
2021-01-01,Kedah,Kuala Muda,female,1894.0,7.104276069017254
2021-01-01,Kedah,Kuala Muda,male,2393.0,8.555595280657847
2021-01-01,Kedah,Kubang Pasu,both,2020.0,8.122235625251307
2021-01-01,Kedah,Kubang Pasu,female,937.0,7.436507936507937
2021-01-01,Kedah,Kubang Pasu,male,1083.0,8.82640586797066
2021-01-01,Kedah,Kulim,both,2408.0,7.103244837758112
2021-01-01,Kedah,Kulim,female,1078.0,6.509661835748792
2021-01-01,Kedah,Kulim,male,1330.0,7.6701268742791235
2021-01-01,Kedah,Langkawi,both,672.0,7.066246056782335
2021-01-01,Kedah,Langkawi,female,289.0,6.282608695652174
2021-01-01,Kedah,Langkawi,male,383.0,7.80040733197556
2021-01-01,Kedah,Padang Terap,both,543.0,8.177710843373493
2021-01-01,Kedah,Padang Terap,female,234.0,7.358490566037736
2021-01-01,Kedah,Padang Terap,male,309.0,8.93063583815029
2021-01-01,Kedah,Pendang,both,1065.0,10.725075528700907
2021-01-01,Kedah,Pendang,female,484.0,10.364025695931478
2021-01-01,Kedah,Pendang,male,581.0,11.045627376425855
2021-01-01,Kedah,Pokok Sena,both,521.0,10.42
2021-01-01,Kedah,Pokok Sena,female,239.0,10.52863436123348
2021-01-01,Kedah,Pokok Sena,male,282.0,10.32967032967033
2021-01-01,Kedah,Sik,both,699.0,10.234260614934117
2021-01-01,Kedah,Sik,female,339.0,10.149700598802395
2021-01-01,Kedah,Sik,male,360.0,10.344827586206897
2021-01-01,Kedah,Yan,both,590.0,8.016304347826088
2021-01-01,Kedah,Yan,female,293.0,8.184357541899441
2021-01-01,Kedah,Yan,male,297.0,7.857142857142858
2022-01-01,Kedah,Baling,both,1492.0,10.296756383712903
2022-01-01,Kedah,Baling,female,687.0,9.703389830508476
2022-01-01,Kedah,Baling,male,805.0,10.86369770580297
2022-01-01,Kedah,Bandar Baharu,both,455.0,10.17897091722595
2022-01-01,Kedah,Bandar Baharu,female,204.0,9.357798165137616
2022-01-01,Kedah,Bandar Baharu,male,251.0,11.008771929824562
2022-01-01,Kedah,Kota Setar,both,3388.0,8.991507430997876
2022-01-01,Kedah,Kota Setar,female,1505.0,7.941952506596306
2022-01-01,Kedah,Kota Setar,male,1883.0,10.048025613660618
2022-01-01,Kedah,Kuala Muda,both,3822.0,6.9427792915531334
2022-01-01,Kedah,Kuala Muda,female,1689.0,6.288160833953834
2022-01-01,Kedah,Kuala Muda,male,2133.0,7.566512947853849
2022-01-01,Kedah,Kubang Pasu,both,2035.0,8.14977973568282
2022-01-01,Kedah,Kubang Pasu,female,906.0,7.156398104265403
2022-01-01,Kedah,Kubang Pasu,male,1129.0,9.17140536149472
2022-01-01,Kedah,Kulim,both,2215.0,6.489891590975681
2022-01-01,Kedah,Kulim,female,991.0,5.944811037792442
2022-01-01,Kedah,Kulim,male,1224.0,7.010309278350515
2022-01-01,Kedah,Langkawi,both,639.0,6.62863070539419
2022-01-01,Kedah,Langkawi,female,248.0,5.3218884120171674
2022-01-01,Kedah,Langkawi,male,391.0,7.867203219315895
2022-01-01,Kedah,Padang Terap,both,657.0,9.8796992481203
2022-01-01,Kedah,Padang Terap,female,285.0,8.934169278996865
2022-01-01,Kedah,Padang Terap,male,372.0,10.751445086705202
2022-01-01,Kedah,Pendang,both,1134.0,11.362725450901804
2022-01-01,Kedah,Pendang,female,503.0,10.702127659574469
2022-01-01,Kedah,Pendang,male,631.0,11.950757575757576
2022-01-01,Kedah,Pokok Sena,both,517.0,10.34
2022-01-01,Kedah,Pokok Sena,female,229.0,10.043859649122806
2022-01-01,Kedah,Pokok Sena,male,288.0,10.54945054945055
2022-01-01,Kedah,Sik,both,723.0,10.53935860058309
2022-01-01,Kedah,Sik,female,330.0,9.792284866468842
2022-01-01,Kedah,Sik,male,393.0,11.228571428571428
2022-01-01,Kedah,Yan,both,551.0,7.466124661246613
2022-01-01,Kedah,Yan,female,259.0,7.194444444444445
2022-01-01,Kedah,Yan,male,292.0,7.704485488126649
2023-01-01,Kedah,Baling,both,1472.0,10.03408316291752
2023-01-01,Kedah,Baling,female,652.0,9.093444909344491
2023-01-01,Kedah,Baling,male,820.0,10.933333333333334
2023-01-01,Kedah,Bandar Baharu,both,402.0,8.913525498891353
2023-01-01,Kedah,Bandar Baharu,female,167.0,7.590909090909091
2023-01-01,Kedah,Bandar Baharu,male,235.0,10.173160173160172
2023-01-01,Kedah,Kota Setar,both,3270.0,8.62114421302399
2023-01-01,Kedah,Kota Setar,female,1463.0,7.667714884696016
2023-01-01,Kedah,Kota Setar,male,1807.0,9.586206896551724
2023-01-01,Kedah,Kuala Muda,both,3676.0,6.560771015527396
2023-01-01,Kedah,Kuala Muda,female,1587.0,5.836704670834866
2023-01-01,Kedah,Kuala Muda,male,2089.0,7.243411927877948
2023-01-01,Kedah,Kubang Pasu,both,1873.0,7.4473161033797215
2023-01-01,Kedah,Kubang Pasu,female,821.0,6.43921568627451
2023-01-01,Kedah,Kubang Pasu,male,1052.0,8.483870967741936
2023-01-01,Kedah,Kulim,both,2069.0,5.972863741339492
2023-01-01,Kedah,Kulim,female,888.0,5.254437869822485
2023-01-01,Kedah,Kulim,male,1181.0,6.653521126760563
2023-01-01,Kedah,Langkawi,both,619.0,6.316326530612245
2023-01-01,Kedah,Langkawi,female,269.0,5.675105485232067
2023-01-01,Kedah,Langkawi,male,350.0,6.903353057199211
2023-01-01,Kedah,Padang Terap,both,595.0,8.867362146050672
2023-01-01,Kedah,Padang Terap,female,270.0,8.385093167701863
2023-01-01,Kedah,Padang Terap,male,325.0,9.339080459770116
2023-01-01,Kedah,Pendang,both,1031.0,10.238331678252234
2023-01-01,Kedah,Pendang,female,464.0,9.76842105263158
2023-01-01,Kedah,Pendang,male,567.0,10.657894736842104
2023-01-01,Kedah,Pokok Sena,both,499.0,9.88118811881188
2023-01-01,Kedah,Pokok Sena,female,240.0,10.434782608695652
2023-01-01,Kedah,Pokok Sena,male,259.0,9.418181818181818
2023-01-01,Kedah,Sik,both,599.0,8.643578643578644
2023-01-01,Kedah,Sik,female,268.0,7.882352941176471
2023-01-01,Kedah,Sik,male,331.0,9.376770538243626
2023-01-01,Kedah,Yan,both,538.0,7.240915208613728
2023-01-01,Kedah,Yan,female,253.0,7.008310249307479
2023-01-01,Kedah,Yan,male,285.0,7.480314960629921
2024-01-01,Kedah,Baling,both,1419.0,9.6
2024-01-01,Kedah,Baling,female,629.0,8.7
2024-01-01,Kedah,Baling,male,790.0,10.4
2024-01-01,Kedah,Bandar Baharu,both,454.0,10.0
2024-01-01,Kedah,Bandar Baharu,female,222.0,10.0
2024-01-01,Kedah,Bandar Baharu,male,232.0,9.9
2024-01-01,Kedah,Kota Setar,both,3263.0,8.5
2024-01-01,Kedah,Kota Setar,female,1507.0,7.8
2024-01-01,Kedah,Kota Setar,male,1756.0,9.3
2024-01-01,Kedah,Kuala Muda,both,3676.0,6.4
2024-01-01,Kedah,Kuala Muda,female,1602.0,5.8
2024-01-01,Kedah,Kuala Muda,male,2074.0,7.0
2024-01-01,Kedah,Kubang Pasu,both,1934.0,7.6
2024-01-01,Kedah,Kubang Pasu,female,839.0,6.5
2024-01-01,Kedah,Kubang Pasu,male,1095.0,8.8
2024-01-01,Kedah,Kulim,both,2118.0,6.0
2024-01-01,Kedah,Kulim,female,921.0,5.4
2024-01-01,Kedah,Kulim,male,1197.0,6.6
2024-01-01,Kedah,Langkawi,both,703.0,7.0
2024-01-01,Kedah,Langkawi,female,310.0,6.4
2024-01-01,Kedah,Langkawi,male,393.0,7.6
2024-01-01,Kedah,Padang Terap,both,566.0,8.4
2024-01-01,Kedah,Padang Terap,female,259.0,8.0
2024-01-01,Kedah,Padang Terap,male,307.0,8.7
2024-01-01,Kedah,Pendang,both,1036.0,10.2
2024-01-01,Kedah,Pendang,female,462.0,9.6
2024-01-01,Kedah,Pendang,male,574.0,10.7
2024-01-01,Kedah,Pokok Sena,both,459.0,9.0
2024-01-01,Kedah,Pokok Sena,female,202.0,8.7
2024-01-01,Kedah,Pokok Sena,male,257.0,9.3
2024-01-01,Kedah,Sik,both,645.0,9.2
2024-01-01,Kedah,Sik,female,298.0,8.7
2024-01-01,Kedah,Sik,male,347.0,9.7
2024-01-01,Kedah,Yan,both,542.0,7.3
2024-01-01,Kedah,Yan,female,274.0,7.5
2024-01-01,Kedah,Yan,male,268.0,7.0
2020-01-01,Kelantan,Bachok,both,1019.0,6.478067387158296
2020-01-01,Kelantan,Bachok,female,453.0,5.585696670776819
2020-01-01,Kelantan,Bachok,male,566.0,7.427821522309711
2020-01-01,Kelantan,Gua Musang,both,488.0,4.789008832188419
2020-01-01,Kelantan,Gua Musang,female,184.0,3.9065817409766455
2020-01-01,Kelantan,Gua Musang,male,304.0,5.557586837294332
2020-01-01,Kelantan,Jeli,both,288.0,5.2650822669104205
2020-01-01,Kelantan,Jeli,female,133.0,4.871794871794871
2020-01-01,Kelantan,Jeli,male,155.0,5.656934306569343
2020-01-01,Kelantan,Kota Bharu,both,3318.0,5.969773299748112
2020-01-01,Kelantan,Kota Bharu,female,1457.0,5.241007194244604
2020-01-01,Kelantan,Kota Bharu,male,1861.0,6.69906407487401
2020-01-01,Kelantan,Kuala Krai,both,730.0,6.9523809523809526
2020-01-01,Kelantan,Kuala Krai,female,304.0,5.83493282149712
2020-01-01,Kelantan,Kuala Krai,male,426.0,8.052930056710775
2020-01-01,Kelantan,Machang,both,674.0,6.127272727272727
2020-01-01,Kelantan,Machang,female,291.0,5.262206148282098
2020-01-01,Kelantan,Machang,male,383.0,7.001828153564899
2020-01-01,Kelantan,Pasir Mas,both,1492.0,6.475694444444445
2020-01-01,Kelantan,Pasir Mas,female,623.0,5.4793315743183815
2020-01-01,Kelantan,Pasir Mas,male,869.0,7.440068493150685
2020-01-01,Kelantan,Pasir Puteh,both,978.0,7.180616740088106
2020-01-01,Kelantan,Pasir Puteh,female,431.0,6.273653566229985
2020-01-01,Kelantan,Pasir Puteh,male,547.0,8.115727002967358
2020-01-01,Kelantan,Tanah Merah,both,780.0,5.1724137931034475
2020-01-01,Kelantan,Tanah Merah,female,313.0,4.27012278308322
2020-01-01,Kelantan,Tanah Merah,male,467.0,6.025806451612903
2020-01-01,Kelantan,Tumpat,both,1152.0,6.403557531962201
2020-01-01,Kelantan,Tumpat,female,497.0,5.473568281938326
2020-01-01,Kelantan,Tumpat,male,655.0,7.34304932735426
2021-01-01,Kelantan,Bachok,both,1247.0,7.847702957835116
2021-01-01,Kelantan,Bachok,female,578.0,7.057387057387057
2021-01-01,Kelantan,Bachok,male,669.0,8.688311688311689
2021-01-01,Kelantan,Gua Musang,both,551.0,5.375609756097561
2021-01-01,Kelantan,Gua Musang,female,214.0,4.486373165618448
2021-01-01,Kelantan,Gua Musang,male,337.0,6.138433515482696
2021-01-01,Kelantan,Jeli,both,361.0,6.4928057553956835
2021-01-01,Kelantan,Jeli,female,152.0,5.467625899280575
2021-01-01,Kelantan,Jeli,male,209.0,7.517985611510791
2021-01-01,Kelantan,Kecil Lojing,both,69.0,6.4485981308411215
2021-01-01,Kelantan,Kecil Lojing,female,29.0,5.686274509803922
2021-01-01,Kelantan,Kecil Lojing,male,40.0,7.272727272727272
2021-01-01,Kelantan,Kota Bharu,both,4190.0,7.4502133712660035
2021-01-01,Kelantan,Kota Bharu,female,1925.0,6.845661450924609
2021-01-01,Kelantan,Kota Bharu,male,2265.0,8.054765291607398
2021-01-01,Kelantan,Kuala Krai,both,912.0,8.611898016997166
2021-01-01,Kelantan,Kuala Krai,female,372.0,7.072243346007604
2021-01-01,Kelantan,Kuala Krai,male,540.0,10.150375939849624
2021-01-01,Kelantan,Machang,both,891.0,7.891939769707705
2021-01-01,Kelantan,Machang,female,390.0,6.866197183098592
2021-01-01,Kelantan,Machang,male,501.0,8.93048128342246
2021-01-01,Kelantan,Pasir Mas,both,1949.0,8.404484691677448
2021-01-01,Kelantan,Pasir Mas,female,912.0,7.965065502183406
2021-01-01,Kelantan,Pasir Mas,male,1037.0,8.825531914893617
2021-01-01,Kelantan,Pasir Puteh,both,1244.0,9.053857350800582
2021-01-01,Kelantan,Pasir Puteh,female,615.0,8.874458874458874
2021-01-01,Kelantan,Pasir Puteh,male,629.0,9.236417033773863
2021-01-01,Kelantan,Tanah Merah,both,1043.0,6.843832020997375
2021-01-01,Kelantan,Tanah Merah,female,471.0,6.356275303643725
2021-01-01,Kelantan,Tanah Merah,male,572.0,7.305236270753513
2021-01-01,Kelantan,Tumpat,both,1469.0,8.084755090809026
2021-01-01,Kelantan,Tumpat,female,663.0,7.230098146128681
2021-01-01,Kelantan,Tumpat,male,806.0,8.945615982241954
2022-01-01,Kelantan,Bachok,both,1152.0,7.16863721219664
2022-01-01,Kelantan,Bachok,female,553.0,6.6868198307134215
2022-01-01,Kelantan,Bachok,male,599.0,7.67948717948718
2022-01-01,Kelantan,Gua Musang,both,539.0,5.1826923076923075
2022-01-01,Kelantan,Gua Musang,female,212.0,4.389233954451346
2022-01-01,Kelantan,Gua Musang,male,327.0,5.870736086175942
2022-01-01,Kelantan,Jeli,both,359.0,6.399286987522282
2022-01-01,Kelantan,Jeli,female,154.0,5.5
2022-01-01,Kelantan,Jeli,male,205.0,7.321428571428571
2022-01-01,Kelantan,Kecil Lojing,both,76.0,7.037037037037036
2022-01-01,Kelantan,Kecil Lojing,female,29.0,5.576923076923077
2022-01-01,Kelantan,Kecil Lojing,male,47.0,8.392857142857144
2022-01-01,Kelantan,Kota Bharu,both,3999.0,7.046696035242291
2022-01-01,Kelantan,Kota Bharu,female,1785.0,6.285211267605634
2022-01-01,Kelantan,Kota Bharu,male,2214.0,7.809523809523809
2022-01-01,Kelantan,Kuala Krai,both,945.0,8.823529411764707
2022-01-01,Kelantan,Kuala Krai,female,415.0,7.800751879699248
2022-01-01,Kelantan,Kuala Krai,male,530.0,9.851301115241636
2022-01-01,Kelantan,Machang,both,883.0,7.752414398595259
2022-01-01,Kelantan,Machang,female,422.0,7.364746945898779
2022-01-01,Kelantan,Machang,male,461.0,8.144876325088338
2022-01-01,Kelantan,Pasir Mas,both,1861.0,7.946199829205807
2022-01-01,Kelantan,Pasir Mas,female,839.0,7.264069264069264
2022-01-01,Kelantan,Pasir Mas,male,1022.0,8.617200674536257
2022-01-01,Kelantan,Pasir Puteh,both,1194.0,8.59611231101512
2022-01-01,Kelantan,Pasir Puteh,female,537.0,7.660485021398004
2022-01-01,Kelantan,Pasir Puteh,male,657.0,9.535558780841798
2022-01-01,Kelantan,Tanah Merah,both,1087.0,7.072218607677294
2022-01-01,Kelantan,Tanah Merah,female,480.0,6.4171122994652405
2022-01-01,Kelantan,Tanah Merah,male,607.0,7.703045685279188
2022-01-01,Kelantan,Tumpat,both,1350.0,7.348938486663038
2022-01-01,Kelantan,Tumpat,female,608.0,6.558791801510248
2022-01-01,Kelantan,Tumpat,male,742.0,8.153846153846153
2023-01-01,Kelantan,Bachok,both,1048.0,6.4255058246474555
2023-01-01,Kelantan,Bachok,female,441.0,5.25
2023-01-01,Kelantan,Bachok,male,607.0,7.673830594184577
2023-01-01,Kelantan,Gua Musang,both,496.0,4.626865671641791
2023-01-01,Kelantan,Gua Musang,female,192.0,3.8866396761133606
2023-01-01,Kelantan,Gua Musang,male,304.0,5.259515570934257
2023-01-01,Kelantan,Jeli,both,289.0,5.07908611599297
2023-01-01,Kelantan,Jeli,female,139.0,4.87719298245614
2023-01-01,Kelantan,Jeli,male,150.0,5.2631578947368425
2023-01-01,Kelantan,Kecil Lojing,both,70.0,6.306306306306307
